
SYMMETRICAL COMPONENT VOLTAGES BY BUS (for 3-phase buses)

Bus                   Mag:   V1 (kV)    p.u.     V2 (kV)   %V2/V1    V0 (kV)    %V0/V1

sourcebus                69.72       1.05  1.05E-006  1.505E-006 4.535E-009 6.505E-009
sx3104122a              0.1254      1.044          0          0         0         0
sx2785519a              0.1254      1.044          0          0         0         0
sx2748129a              0.1251      1.042          0          0         0         0
sx2973151a              0.1256      1.046          0          0         0         0
sx2748146a              0.1256      1.046          0          0         0         0
sx2991913a              0.1257      1.047          0          0         0         0
sx3235253a              0.1255      1.045          0          0         0         0
sx2991907a              0.1255      1.045          0          0         0         0
sx2879064a              0.1256      1.046          0          0         0         0
sx3197637c              0.1257      1.046          0          0         0         0
sx2860487c              0.1253      1.043          0          0         0         0
sx2841638c              0.1287      1.072          0          0         0         0
sx3235256a              0.1272      1.059          0          0         0         0
sx3197630a              0.1268      1.056          0          0         0         0
sx3104120b              0.1248       1.04          0          0         0         0
sx2804251a              0.1268      1.056          0          0         0         0
sx3254210c              0.1274       1.06          0          0         0         0
sx3048206a               0.126       1.05          0          0         0         0
sx2710510c              0.1271      1.058          0          0         0         0
sx3197628c              0.1267      1.055          0          0         0         0
sx2766718c               0.126      1.049          0          0         0         0
sx3010556a              0.1259      1.049          0          0         0         0
sx2710520a              0.1274      1.061          0          0         0         0
sx2710521a              0.1272      1.059          0          0         0         0
sx3085396a              0.1272      1.059          0          0         0         0
sx3122813a              0.1274      1.061          0          0         0         0
sx3254219c              0.1294      1.078          0          0         0         0
sx3254220c              0.1294      1.078          0          0         0         0
sx3104134c              0.1293      1.077          0          0         0         0
sx2860490a              0.1275      1.062          0          0         0         0
sx3254218a              0.1274      1.061          0          0         0         0
sx3066818b              0.1251      1.042          0          0         0         0
sx2785528b              0.1251      1.041          0          0         0         0
sx2748130b              0.1248      1.039          0          0         0         0
sx3254212b              0.1245      1.037          0          0         0         0
sx2785520b              0.1249       1.04          0          0         0         0
sx2729411a              0.1283      1.068          0          0         0         0
sx2897781a              0.1283      1.068          0          0         0         0
sx3197644a              0.1282      1.067          0          0         0         0
sx3010566c              0.1244      1.036          0          0         0         0
sx3236011b              0.1252      1.042          0          0         0         0
sx3198358b              0.1246      1.038          0          0         0         0
sx3104859b              0.1251      1.042          0          0         0         0
sx2936275b               0.125      1.041          0          0         0         0
sx3179674b              0.1246      1.038          0          0         0         0
sx2748840b              0.1248      1.039          0          0         0         0
sx3142099b              0.1246      1.038          0          0         0         0
sx3011298c              0.1261       1.05          0          0         0         0
sx2711234b              0.1249       1.04          0          0         0         0
sx3198355b              0.1253      1.043          0          0         0         0
sx2879773a              0.1264      1.052          0          0         0         0
sx2786274c              0.1256      1.046          0          0         0         0
sx3179682c              0.1258      1.048          0          0         0         0
sx2936270a              0.1255      1.045          0          0         0         0
sx3086078a              0.1255      1.045          0          0         0         0
sx3217056a               0.125      1.041          0          0         0         0
sx3217057a              0.1258      1.048          0          0         0         0
sx2936268c              0.1255      1.045          0          0         0         0
sx2823592a               0.126      1.049          0          0         0         0
sx3160863c              0.1252      1.043          0          0         0         0
sx2730108c              0.1249       1.04          0          0         0         0
sx2786204c              0.1242      1.035          0          0         0         0
sx2936216c              0.1248      1.039          0          0         0         0
sx3029498c              0.1269      1.057          0          0         0         0
sx2991912a              0.1274      1.061          0          0         0         0
sx3104128a              0.1274      1.061          0          0         0         0
sx2673315a              0.1275      1.061          0          0         0         0
sx2766721a              0.1271      1.059          0          0         0         0
sx2991906a              0.1274      1.061          0          0         0         0
sx2879054a              0.1271      1.059          0          0         0         0
sx3254211b              0.1245      1.036          0          0         0         0
sx2729407b              0.1246      1.038          0          0         0         0
sx2691942b              0.1245      1.037          0          0         0         0
sx3197629b              0.1245      1.037          0          0         0         0
sx2879065b              0.1246      1.038          0          0         0         0
sx0247160b              0.1244      1.036          0          0         0         0
sx0247162b              0.1243      1.035          0          0         0         0
sx2766732b              0.1244      1.036          0          0         0         0
sx2897784b              0.1238      1.031          0          0         0         0
sx0247171b              0.1243      1.035          0          0         0         0
sx2936279c              0.1259      1.049          0          0         0         0
sx3179678b              0.1254      1.044          0          0         0         0
sx3179650b               0.126      1.049          0          0         0         0
sx2730107c              0.1235      1.028          0          0         0         0
sx3048888c              0.1228      1.022          0          0         0         0
sx3064514c              0.1228      1.022          0          0         0         0
sx2861158c              0.1226      1.021          0          0         0         0
sx2952007c              0.1226      1.021          0          0         0         0
sx3254873c               0.123      1.025          0          0         0         0
sx2745811c              0.1228      1.022          0          0         0         0
sx3142050c              0.1231      1.025          0          0         0         0
sx2861157c              0.1235      1.029          0          0         0         0
sx3086079b               0.125      1.041          0          0         0         0
sx2936276b               0.125      1.041          0          0         0         0
sx2861223b              0.1246      1.038          0          0         0         0
sx3086075b              0.1248      1.039          0          0         0         0
sx2730187a              0.1253      1.043          0          0         0         0
sx3104856a              0.1258      1.047          0          0         0         0
sx2861222a              0.1255      1.045          0          0         0         0
sx2917330a              0.1258      1.048          0          0         0         0
sx2879794a              0.1256      1.046          0          0         0         0
sx2936271a              0.1261       1.05          0          0         0         0
sx2955074a              0.1257      1.046          0          0         0         0
sx3030199c              0.1257      1.047          0          0         0         0
sx2730163c              0.1257      1.047          0          0         0         0
sx2992624a              0.1262      1.051          0          0         0         0
sx2692654a              0.1263      1.051          0          0         0         0
sx2842379a              0.1258      1.047          0          0         0         0
sx2805031c              0.1254      1.044          0          0         0         0
sx3068944b              0.1246      1.038          0          0         0         0
sx2767407b              0.1253      1.043          0          0         0         0
sx2879767b              0.1253      1.043          0          0         0         0
sx2711224b              0.1253      1.043          0          0         0         0
sx3142098b              0.1249       1.04          0          0         0         0
sx2748839b              0.1252      1.043          0          0         0         0
sx2917310b              0.1251      1.042          0          0         0         0
sx2861218c              0.1257      1.046          0          0         0         0
sx2955081a              0.1265      1.054          0          0         0         0
sx3160878c              0.1254      1.044          0          0         0         0
sx2917336c              0.1254      1.044          0          0         0         0
sx2674047c              0.1261       1.05          0          0         0         0
sx3160865a              0.1258      1.047          0          0         0         0
sx2767408c              0.1261       1.05          0          0         0         0
sx3104853c              0.1258      1.048          0          0         0         0
sx3254915b              0.1255      1.045          0          0         0         0
sx3048963b              0.1253      1.043          0          0         0         0
sx2711226b               0.125      1.041          0          0         0         0
sx3217052c              0.1258      1.048          0          0         0         0
sx3217053c              0.1262      1.051          0          0         0         0
sx3086074c              0.1261       1.05          0          0         0         0
sx3067507c              0.1255      1.045          0          0         0         0
sx2955078a              0.1256      1.046          0          0         0         0
sx2955077c              0.1259      1.049          0          0         0         0
sx3160872c              0.1257      1.046          0          0         0         0
sx3198348a               0.125      1.041          0          0         0         0
sx2711225c              0.1263      1.051          0          0         0         0
sx3030200c              0.1263      1.051          0          0         0         0
sx3048962a              0.1252      1.043          0          0         0         0
sx3160861c              0.1265      1.053          0          0         0         0
sx3104850c              0.1261       1.05          0          0         0         0
sx3251799a              0.1249       1.04          0          0         0         0
sx2936211c              0.1267      1.055          0          0         0         0
sx2842329c              0.1267      1.055          0          0         0         0
sx3104796c              0.1265      1.053          0          0         0         0
sx3236004c              0.1267      1.055          0          0         0         0
sx3160896c              0.1267      1.055          0          0         0         0
sx3123452c              0.1266      1.054          0          0         0         0
sx3254869b              0.1257      1.047          0          0         0         0
sx3030126c              0.1267      1.055          0          0         0         0
sx2767341c              0.1264      1.052          0          0         0         0
sx3254870c              0.1267      1.055          0          0         0         0
sx3048887b              0.1252      1.043          0          0         0         0
sx2955005b              0.1257      1.047          0          0         0         0
sx3216988b              0.1255      1.045          0          0         0         0
sx3179607b              0.1255      1.045          0          0         0         0
sx2898457a              0.1251      1.042          0          0         0         0
sx2767340a              0.1237       1.03          0          0         0         0
sx2767340b              0.1244      1.036          0          0         0         0
sx2767340c              0.1256      1.046          0          0         0         0
sx3067478a              0.1244      1.036          0          0         0         0
sx2730149c              0.1272      1.059          0          0         0         0
sx2989566b              0.1257      1.047          0          0         0         0
sx2973791a              0.1241      1.033          0          0         0         0
sx3029055b              0.1252      1.042          0          0         0         0
sx3067506c              0.1259      1.049          0          0         0         0
sx2898515c              0.1255      1.045          0          0         0         0
sx3198347c              0.1258      1.047          0          0         0         0
sx3048946c              0.1258      1.047          0          0         0         0
sx3048966c              0.1258      1.048          0          0         0         0
sx2992656a              0.1253      1.044          0          0         0         0
sx2973833b              0.1252      1.043          0          0         0         0
sx2786266a              0.1258      1.048          0          0         0         0
sx2917333a              0.1256      1.046          0          0         0         0
sx2842383a              0.1258      1.048          0          0         0         0
sx2842384c              0.1262      1.051          0          0         0         0
sx3160871c              0.1258      1.048          0          0         0         0
sx3030203c              0.1258      1.048          0          0         0         0
sx3179673c              0.1261       1.05          0          0         0         0
sx3048965b              0.1248       1.04          0          0         0         0
sx2692660a              0.1251      1.042          0          0         0         0
sx2805034a               0.126      1.049          0          0         0         0
sx2898522a              0.1256      1.046          0          0         0         0
sx2692661a              0.1256      1.046          0          0         0         0
sx3067448c              0.1235      1.029          0          0         0         0
sx2935552c              0.1252      1.042          0          0         0         0
sx2822864c              0.1246      1.038          0          0         0         0
sx2822865c              0.1248      1.039          0          0         0         0
sx2916605c              0.1246      1.038          0          0         0         0
sx3085394c              0.1246      1.038          0          0         0         0
sx2804250c              0.1243      1.035          0          0         0         0
sx3048205c              0.1241      1.033          0          0         0         0
sx3048228c              0.1239      1.031          0          0         0         0
sx2935550c              0.1237       1.03          0          0         0         0
sx2710509c               0.124      1.032          0          0         0         0
sx2822862c               0.124      1.032          0          0         0         0
sx3066806c               0.124      1.032          0          0         0         0
sx2916606c              0.1246      1.038          0          0         0         0
sx3235243c              0.1244      1.036          0          0         0         0
sx2786273b              0.1226      1.021          0          0         0         0
sx2805036b               0.123      1.024          0          0         0         0
sx3178997c               0.133      1.107          0          0         0         0
sx3122849b              0.1278      1.064          0          0         0         0
sx2766750c              0.1324      1.102          0          0         0         0
sx2763153a                0.13      1.082          0          0         0         0
sx3104157c              0.1327      1.105          0          0         0         0
sx_293471a              0.1296      1.079          0          0         0         0
sx_293471b              0.1275      1.062          0          0         0         0
sx_293471c              0.1321        1.1          0          0         0         0
sx2748158a               0.129      1.075          0          0         0         0
sx3104133a              0.1288      1.073          0          0         0         0
sx2673346c              0.1314      1.095          0          0         0         0
sx3254238b              0.1273       1.06          0          0         0         0
sx3048230c               0.132      1.099          0          0         0         0
sx2841637c               0.132      1.099          0          0         0         0
sx2897780b              0.1265      1.053          0          0         0         0
sx3235255b               0.127      1.058          0          0         0         0
sx3216370a               0.129      1.074          0          0         0         0
sx3216370b               0.127      1.058          0          0         0         0
sx3216370c              0.1312      1.093          0          0         0         0
sx2785527a              0.1288      1.073          0          0         0         0
sx2766729a              0.1286      1.071          0          0         0         0
sx3197641a              0.1233      1.027          0          0         0         0
sx2973161a              0.1228      1.022          0          0         0         0
sx2673306c              0.1229      1.023          0          0         0         0
sx2785515c              0.1229      1.023          0          0         0         0
sx2729429a              0.1227      1.022          0          0         0         0
sx2841633a              0.1227      1.022          0          0         0         0
sx3235258a              0.1225       1.02          0          0         0         0
sx3235258b              0.1234      1.027          0          0         0         0
sx3235258c              0.1219      1.015          0          0         0         0
sx2729414a              0.1219      1.015          0          0         0         0
sx2729414b              0.1236       1.03          0          0         0         0
sx2729414c              0.1213       1.01          0          0         0         0
sx2973167b              0.1238      1.031          0          0         0         0
sx3189189b              0.1238      1.031          0          0         0         0
sx3189188c              0.1204      1.003          0          0         0         0
sx2935560c              0.1213       1.01          0          0         0         0
sx2916610b              0.1236      1.029          0          0         0         0
sx3216368c              0.1213       1.01          0          0         0         0
sx3207907a               0.121      1.007          0          0         0         0
sx3207907b              0.1224      1.019          0          0         0         0
sx3207907c              0.1204      1.003          0          0         0         0
sx2973166c               0.121      1.007          0          0         0         0
sx2710532c              0.1214      1.011          0          0         0         0
sx2860504a              0.1217      1.013          0          0         0         0
sx3085403a              0.1214      1.011          0          0         0         0
sx2954355a              0.1217      1.013          0          0         0         0
sx3122827a              0.1215      1.012          0          0         0         0
sx3195751a              0.1232      1.026          0          0         0         0
sx2766724c              0.1223      1.018          0          0         0         0
sx3197647a               0.123      1.024          0          0         0         0
sx2821010a               0.123      1.024          0          0         0         0
sx2895461a              0.1233      1.026          0          0         0         0
sx2952014a              0.1235      1.028          0          0         0         0
sx3010585a               0.123      1.024          0          0         0         0
sx3120502a              0.1235      1.028          0          0         0         0
sx3101789a               0.123      1.024          0          0         0         0
sx3178982a               0.123      1.024          0          0         0         0
sx2841623a              0.1232      1.026          0          0         0         0
sx3010563a              0.1232      1.026          0          0         0         0
sx2766727b               0.127      1.057          0          0         0         0
sx3029507b              0.1267      1.055          0          0         0         0
sx3197643b              0.1268      1.056          0          0         0         0
sx3122823b              0.1268      1.056          0          0         0         0
sx2766726b              0.1271      1.059          0          0         0         0
sx2785526b              0.1271      1.059          0          0         0         0
sx2973162b              0.1273       1.06          0          0         0         0
sx3010570a              0.1297       1.08          0          0         0         0
sx2991919a              0.1296       1.08          0          0         0         0
sx3122824a              0.1296      1.079          0          0         0         0
sx2860489a              0.1296      1.079          0          0         0         0
sx3104131a              0.1293      1.077          0          0         0         0
sx3048210a               0.129      1.075          0          0         0         0
sx2897778a              0.1296      1.079          0          0         0         0
sx3104132a              0.1295      1.078          0          0         0         0
sx3085402a               0.129      1.074          0          0         0         0
sx2804252a              0.1292      1.076          0          0         0         0
sx3048214a              0.1292      1.076          0          0         0         0
sx3235275b              0.1273       1.06          0          0         0         0
sx2897779c              0.1327      1.105          0          0         0         0
sx2804261c              0.1329      1.107          0          0         0         0
sx3178980c              0.1329      1.107          0          0         0         0
sx2973164a              0.1296      1.079          0          0         0         0
sx2748132a              0.1207      1.005          0          0         0         0
sx3254205c               0.132      1.099          0          0         0         0
sx3010569a              0.1285       1.07          0          0         0         0
sx2673321a              0.1287      1.072          0          0         0         0
sx2954354a              0.1287      1.072          0          0         0         0
sx2710519a              0.1291      1.075          0          0         0         0
sx3066819a              0.1287      1.072          0          0         0         0
sx3029499a              0.1291      1.075          0          0         0         0
sx2897772a               0.129      1.074          0          0         0         0
sx3122826a              0.1279      1.065          0          0         0         0
sx2691953a              0.1284       1.07          0          0         0         0
sx2860491a              0.1284      1.069          0          0         0         0
sx2860491b              0.1259      1.048          0          0         0         0
sx2991922a              0.1281      1.066          0          0         0         0
sx2991923a              0.1277      1.064          0          0         0         0
sx3085400c               0.124      1.033          0          0         0         0
sx3141399c              0.1237       1.03          0          0         0         0
sx2954351c              0.1243      1.035          0          0         0         0
sx3235266c              0.1241      1.033          0          0         0         0
sx2841626c              0.1245      1.037          0          0         0         0
sx2954350c              0.1244      1.036          0          0         0         0
sx3178977c              0.1244      1.036          0          0         0         0
sx3160105c              0.1244      1.036          0          0         0         0
sx2691945c              0.1243      1.035          0          0         0         0
sx3010567c              0.1245      1.037          0          0         0         0
sx2841625c              0.1245      1.037          0          0         0         0
sx2897776c               0.124      1.033          0          0         0         0
sx3254215c              0.1243      1.035          0          0         0         0
sx3122819c              0.1237       1.03          0          0         0         0
sx2748133c              0.1243      1.035          0          0         0         0
sx3085399c              0.1243      1.035          0          0         0         0
sx2879074a              0.1212      1.009          0          0         0         0
sx3122820a               0.121      1.007          0          0         0         0
sx2710517a              0.1212       1.01          0          0         0         0
sx3197639a              0.1211      1.008          0          0         0         0
sx3160106a              0.1214      1.011          0          0         0         0
sx3008248a              0.1273       1.06          0          0         0         0
sx3235247a              0.1269      1.057          0          0         0         0
sx2673312a              0.1267      1.055          0          0         0         0
sx2691944a              0.1267      1.055          0          0         0         0
sx2710516a              0.1267      1.055          0          0         0         0
sx2804256b              0.1267      1.055          0          0         0         0
sx2954347b              0.1259      1.049          0          0         0         0
sx3178975b              0.1192     0.9922          0          0         0         0
sx3160100b               0.119     0.9905          0          0         0         0
sx3085390b              0.1189     0.9905          0          0         0         0
sx2748152b               0.127      1.058          0          0         0         0
sx2729434b              0.1275      1.062          0          0         0         0
sx2916608c              0.1269      1.057          0          0         0         0
sx2673313b              0.1276      1.063          0          0         0         0
sx2804257b              0.1279      1.065          0          0         0         0
sx2860485b              0.1278      1.065          0          0         0         0
sx2860506b              0.1278      1.065          0          0         0         0
sx3122815b              0.1278      1.065          0          0         0         0
sx3254213b              0.1276      1.063          0          0         0         0
sx2785543b              0.1276      1.062          0          0         0         0
sx3235248c              0.1267      1.055          0          0         0         0
sx2764412a              0.1274      1.061          0          0         0         0
sx3027132a              0.1273       1.06          0          0         0         0
sx3101787a              0.1271      1.059          0          0         0         0
sx3101788a              0.1271      1.059          0          0         0         0
sx2876812a              0.1273       1.06          0          0         0         0
sx2970811a              0.1271      1.058          0          0         0         0
sx2916607c              0.1264      1.052          0          0         0         0
sx3010564c              0.1266      1.054          0          0         0         0
sx2710515c               0.126      1.049          0          0         0         0
sx2766746c              0.1262      1.051          0          0         0         0
sx2691941c              0.1261       1.05          0          0         0         0
sx3235241c              0.1261       1.05          0          0         0         0
sx3104118c              0.1258      1.048          0          0         0         0
sx2748126c              0.1261       1.05          0          0         0         0
sx3235267c              0.1261       1.05          0          0         0         0
sx2841645c              0.1261       1.05          0          0         0         0
sx3066829c              0.1261       1.05          0          0         0         0
sx3254203b              0.1187     0.9886          0          0         0         0
sx2860480b              0.1185     0.9864          0          0         0         0
sx3197624b               0.119     0.9908          0          0         0         0
sx2822860b              0.1185     0.9865          0          0         0         0
sx3048199b              0.1187     0.9887          0          0         0         0
sx2710508b              0.1187     0.9886          0          0         0         0
sx3122810b              0.1186     0.9873          0          0         0         0
sx2897765b              0.1189     0.9901          0          0         0         0
sx2804248b              0.1191     0.9916          0          0         0         0
sx2785512b              0.1186     0.9874          0          0         0         0
sx2935553b              0.1189     0.9905          0          0         0         0
sx3048207b              0.1192     0.9928          0          0         0         0
sx2729427b              0.1193     0.9934          0          0         0         0
sx2748131b              0.1193     0.9937          0          0         0         0
sx2879066b              0.1193     0.9931          0          0         0         0
sx2973152b              0.1192     0.9925          0          0         0         0
sx2879068b              0.1193     0.9937          0          0         0         0
sx2860484b              0.1197     0.9966          0          0         0         0
sx3085397b               0.119     0.9906          0          0         0         0
sx3066812a              0.1226      1.021          0          0         0         0
sx3216344b              0.1189     0.9898          0          0         0         0
sx2860501b              0.1195     0.9949          0          0         0         0
sx3197632b              0.1197     0.9965          0          0         0         0
sx2710514b              0.1193     0.9936          0          0         0         0
sx3048203b               0.119     0.9911          0          0         0         0
sx2860500b              0.1193     0.9934          0          0         0         0
sx3197660b              0.1188      0.989          0          0         0         0
sx2897800b              0.1192     0.9925          0          0         0         0
sx3235246b              0.1188     0.9894          0          0         0         0
sx2710512b              0.1185      0.987          0          0         0         0
sx2897791b              0.1218      1.014          0          0         0         0
sx2916618b              0.1218      1.015          0          0         0         0
sx3160113b              0.1222      1.017          0          0         0         0
sx2804269b              0.1222      1.017          0          0         0         0
sx2989564b              0.1224      1.019          0          0         0         0
sx2897789b              0.1224      1.019          0          0         0         0
sx2690941b              0.1182     0.9846          0          0         0         0
sx3234185b              0.1182     0.9846          0          0         0         0
sx3065750b              0.1182     0.9845          0          0         0         0
sx3159037b              0.1179     0.9821          0          0         0         0
sx2748124b              0.1183     0.9848          0          0         0         0
sx2710504b               0.118     0.9825          0          0         0         0
sx2954346b              0.1184     0.9863          0          0         0         0
sx2710505b              0.1187     0.9882          0          0         0         0
sx3178974b              0.1187     0.9882          0          0         0         0
sx2691943b              0.1187     0.9881          0          0         0         0
sx2916603b              0.1189     0.9898          0          0         0         0
sx2804254a              0.1226      1.021          0          0         0         0
sx2710513b              0.1188     0.9892          0          0         0         0
sx2973149b              0.1188     0.9894          0          0         0         0
sx3010562b              0.1193     0.9934          0          0         0         0
sx3254228b              0.1221      1.017          0          0         0         0
sx2936213b              0.1227      1.022          0          0         0         0
sx2692633c              0.1276      1.063          0          0         0         0
sx3179646b              0.1258      1.048          0          0         0         0
sx3104830c              0.1277      1.064          0          0         0         0
sx3142078b              0.1229      1.023          0          0         0         0
sx2879752b              0.1228      1.022          0          0         0         0
sx2952003b              0.1253      1.043          0          0         0         0
sx2990826a              0.1243      1.035          0          0         0         0
sx2990826b              0.1252      1.042          0          0         0         0
sx2990826c              0.1268      1.056          0          0         0         0
sx3197626c              0.1237       1.03          0          0         0         0
sx3066807c              0.1238      1.031          0          0         0         0
sx3197627c              0.1233      1.027          0          0         0         0
sx3216343c              0.1233      1.026          0          0         0         0
sx3085393c              0.1232      1.026          0          0         0         0
sx2897770c              0.1232      1.026          0          0         0         0
sx2748128c              0.1233      1.026          0          0         0         0
sx3085392c              0.1234      1.028          0          0         0         0
sx3029497c              0.1235      1.029          0          0         0         0
sx2673307c              0.1233      1.027          0          0         0         0
sx2729406c              0.1232      1.026          0          0         0         0
sx2897768c               0.123      1.024          0          0         0         0
sx2822863c              0.1234      1.027          0          0         0         0
sx2841619c              0.1226      1.021          0          0         0         0
sx2804282c              0.1232      1.026          0          0         0         0
sx3104154c              0.1226      1.021          0          0         0         0
sx2897806c              0.1232      1.026          0          0         0         0
sx3216342b               0.124      1.032          0          0         0         0
sx2879063b               0.124      1.032          0          0         0         0
sx3048227a              0.1253      1.043          0          0         0         0
sx3216367b               0.124      1.032          0          0         0         0
sx3010561a              0.1255      1.045          0          0         0         0
sx2991939b               0.124      1.032          0          0         0         0
sx2673308b              0.1236       1.03          0          0         0         0
sx3066808c              0.1234      1.028          0          0         0         0
sx3141396c              0.1234      1.028          0          0         0         0
sx3066810c              0.1236      1.029          0          0         0         0
sx2897769c              0.1236      1.029          0          0         0         0
sx2766749b              0.1241      1.033          0          0         0         0
sx2973178b              0.1243      1.035          0          0         0         0
sx3029518b              0.1241      1.033          0          0         0         0
sx2935549b              0.1238      1.031          0          0         0         0
sx3122811a               0.126      1.049          0          0         0         0
sx3254207a              0.1267      1.055          0          0         0         0
sx2822877b              0.1246      1.038          0          0         0         0
sx2841618a              0.1264      1.053          0          0         0         0
sx3066805a              0.1264      1.053          0          0         0         0
sx2785514a              0.1264      1.053          0          0         0         0
sx3235244a              0.1264      1.052          0          0         0         0
sx2785513a              0.1264      1.052          0          0         0         0
sx3160101a              0.1264      1.052          0          0         0         0
sx3010559a              0.1266      1.054          0          0         0         0
sx3159448a              0.1269      1.057          0          0         0         0
sx2973156b              0.1244      1.036          0          0         0         0
sx3029501b              0.1242      1.035          0          0         0         0
sx2691949b               0.124      1.032          0          0         0         0
sx3104127b               0.124      1.032          0          0         0         0
sx2897774b              0.1242      1.034          0          0         0         0
sx2879061b              0.1242      1.034          0          0         0         0
sx3066813b               0.124      1.033          0          0         0         0
sx2991910b              0.1239      1.032          0          0         0         0
sx2879072b              0.1239      1.031          0          0         0         0
sx3197635b              0.1236       1.03          0          0         0         0
sx2804258b              0.1234      1.028          0          0         0         0
sx3235250b              0.1237       1.03          0          0         0         0
sx2954349b              0.1231      1.025          0          0         0         0
sx2766722b              0.1231      1.025          0          0         0         0
sx2879071b               0.123      1.024          0          0         0         0
sx3029504b               0.123      1.024          0          0         0         0
sx2691948b              0.1232      1.026          0          0         0         0
sx2710546b              0.1229      1.023          0          0         0         0
sx2785547b              0.1229      1.023          0          0         0         0
sx3254214b              0.1228      1.023          0          0         0         0
sx3160104b              0.1228      1.022          0          0         0         0
sx3216349b               0.123      1.024          0          0         0         0
sx2879077b               0.123      1.024          0          0         0         0
sx2991916b              0.1227      1.022          0          0         0         0
sx3235245c              0.1233      1.027          0          0         0         0
sx2766716c              0.1233      1.027          0          0         0         0
sx3254209c              0.1227      1.022          0          0         0         0
sx3254204a              0.1249       1.04          0          0         0         0
sx2841627a              0.1207      1.005          0          0         0         0
sx3216348a              0.1208      1.006          0          0         0         0
sx2691947a              0.1209      1.007          0          0         0         0
sx2841648a              0.1208      1.006          0          0         0         0
sx2973157a              0.1206      1.005          0          0         0         0
sx3178978a              0.1211      1.009          0          0         0         0
sx2879075a              0.1211      1.008          0          0         0         0
sx3082992a              0.1208      1.006          0          0         0         0
sx2728247a              0.1246      1.037          0          0         0         0
sx2728247b              0.1252      1.042          0          0         0         0
sx2728247c              0.1271      1.059          0          0         0         0
sx3197633a              0.1226      1.021          0          0         0         0
sx2879069a              0.1229      1.024          0          0         0         0
sx3178971a              0.1228      1.023          0          0         0         0
sx2973154a              0.1228      1.023          0          0         0         0
sx2973155a               0.123      1.024          0          0         0         0
sx3122814c              0.1233      1.027          0          0         0         0
sx2991908a              0.1231      1.025          0          0         0         0
sx2860481c              0.1234      1.027          0          0         0         0
sx2841621c               0.123      1.024          0          0         0         0
sx2804255b              0.1212       1.01          0          0         0         0
sx2954345c              0.1231      1.025          0          0         0         0
sx2935555a              0.1235      1.028          0          0         0         0
sx2897773a              0.1236      1.029          0          0         0         0
sx2748127a              0.1235      1.028          0          0         0         0
sx3197631a              0.1235      1.028          0          0         0         0
sx2935554a              0.1236      1.029          0          0         0         0
sx2822866b              0.1221      1.017          0          0         0         0
sx3178972c              0.1221      1.017          0          0         0         0
sx3104123c               0.123      1.024          0          0         0         0
sx2973153a              0.1237       1.03          0          0         0         0
sx3216123a              0.1239      1.031          0          0         0         0
sx2972930a              0.1237       1.03          0          0         0         0
sx3029506b              0.1238      1.031          0          0         0         0
sx2785521c              0.1225       1.02          0          0         0         0
sx3197661c              0.1231      1.025          0          0         0         0
sx3216345b              0.1234      1.028          0          0         0         0
sx2879070b              0.1239      1.032          0          0         0         0
sx2973160b              0.1237       1.03          0          0         0         0
sx3066815c              0.1228      1.022          0          0         0         0
sx2897777c              0.1227      1.022          0          0         0         0
sx2991914c              0.1228      1.023          0          0         0         0
sx2822869a              0.1237       1.03          0          0         0         0
sx2729410c              0.1223      1.019          0          0         0         0
sx3197640c              0.1231      1.025          0          0         0         0
sx2954353a              0.1241      1.034          0          0         0         0
